,Coherence,n_words,POS:PRON,POS:CCONJ,POS:SCONJ,open_closed_ratio,type_token_ratio,propositional_density,n_logical_operators,log10_freq_mean,semantic_diversity_mean,semantic_thematic_similarity,surprisal,coref_local,coref_global,n_constituents,mean_np_length,mean_vp_length,local_coherence,dependency_distance_mean,prop_adjacent_dependency_relation_mean,first_order_coherence,second_order_coherence
0,4,0.0302980769251729,0.6261777673146065,-0.6376012428599701,0.2058184896762323,0.010465312006382056,0.01771661140861245,-0.12477645348996741,-0.4655514666900559,0.22978911860509924,0.2826334023904621,0.14348937569531064,0.7488342405816377,0.45312809441441765,0.18128819703366947,-0.5458358634211751,-0.32653995357713217,-0.9981992211900308,-0.2623311712546872,-1.0988551960252788,0.3801237996796933,-0.3968150796118964,-0.7573945145660196
1,5,0.3703468230743667,0.5388117304226622,-0.2064517725720899,-0.3415295231064995,-0.1518998158550117,-0.5516707646256109,0.23671205134341092,0.0765500131446279,0.16004077367609823,-0.5437573980574496,-0.05956549858495211,-0.3225342353325727,0.990430760167678,1.3576694941505212,0.11535095607674843,-0.1610097967018989,-0.006175449520593189,-0.7611766810036671,0.5153486497575078,-1.3910470803497321,-0.9349598800680908,-0.6360627234118225
2,5,4.081313574528612,-0.8269018090420548,-0.46783807688121504,0.4758841884504214,0.31333799762181164,-0.7501353944685504,0.1532732845933225,2.064255439205135,-1.0111669121479137,0.17290536494830114,-0.5102214561088422,1.090593057527803,-0.5753396856717764,-0.8791959996097028,0.5045235847420626,0.4311627031514093,0.1854381013096789,-1.2194729326336777,0.9668067772915603,-0.3932359496340965,-0.5312964401480367,-0.6192209647474439
3,4,4.480501233051579,-0.4639036175194451,0.07878557611073271,-0.9900172000565515,1.1118034195202793,-0.8774152286882461,0.18047111910423447,4.23266135854387,-0.9008254004790903,-0.38633839100107054,-0.6324242577948723,1.6032868590096017,-1.0454537444087995,-1.0884651604925266,-1.3585057841588355,0.3451023979928604,-0.39573452076025295,-0.9025613557490537,-0.13748027157795106,-0.12659281132232186,-0.9528677823316462,-1.2501085695579033
4,5,-0.3762819456445154,0.2526331601160455,1.032676328301057,0.8456243643524685,0.3044145955958011,-0.10459752549480088,-0.3811036678127082,0.43795099970108375,-0.14409288978458834,-0.6447743194909775,-1.2033688735536745,0.4864939161193348,0.6532996757734753,0.6663298696865414,0.5568758933996073,-0.19351625151440033,-0.15788080546581734,0.592963351489303,0.16585372604703677,-0.05174783559299054,-0.8634334807779956,0.006718367047299907
5,5,2.2036531066613243,0.37277311777951844,-0.40530557583884896,0.15750816212271668,0.5817397451345601,-0.5170157050537433,0.5148826580152912,1.1607529728139956,-0.6593527720850266,-0.32424667718348055,-0.735819258949561,0.5675823965732234,-0.10632581246089821,-0.42879540370435004,-0.41406909512265705,-0.24981588040811747,0.4729750536676177,-0.7873936966694144,0.14178822844202169,-0.1149975706702035,-0.616545316018575,-0.4110384034380006
6,3,0.6734337489899526,-0.3825502858798203,-0.21847954749428045,-0.47855097826104254,0.11907852074047494,-1.942232003062913,0.44226046305839944,0.43795099970108375,-0.550591405610578,-1.3901573866347305,-1.9292056906707282,0.5406900375006058,0.6169048427991013,0.5466368599837178,0.6269454163266788,-0.00690512203522556,0.4284587014070304,0.7469756847523811,0.591958370475403,-0.3036623023489077,0.25355861095554993,1.6231562524633112
7,4,4.628348513986011,-0.04175938077006865,0.10423261188507785,0.31443238322787354,-0.5847083580869193,-1.6306518448890237,-0.061943632919851215,3.6905598787091867,0.26687436286515553,0.14947326876505285,0.19139569742259194,0.579075379610212,0.030543644878628675,-0.5088193565284281,0.15336060077824404,0.21713594539143224,0.05738533151457746,-0.5712732177170436,0.3781643984064572,-0.6478309476799279,-0.6354727234807034,-1.0963210645114532
8,4,4.702272154453227,0.20311440529427044,0.39192692024788073,0.023620610595267537,0.8190142322610445,-1.0481685134594514,0.5381502850643748,5.13616382493501,-1.027532051010916,-0.5555109872882834,-0.27626453346281915,0.8760128012693956,-0.5477298123808716,-0.7217446379186423,-0.49790441597766927,0.7885490927059008,0.1452197535101318,-0.04565396408257442,-0.035427911053990374,-0.09073028590504897,-0.31939050068212604,-0.3965455091188578
9,4,-0.4649903142051746,0.99585367317279,-0.36157362126559706,-0.6553584813940926,-0.10726808982751944,0.22321291484249223,0.07309862998815526,-0.6462519599682839,0.5363518183173404,-0.34481148293598607,-1.338999723563831,-0.27612584756444236,1.0536428384915908,1.13826230794339,1.2781005417179587,-0.2872026552937413,-0.2338206781341271,0.4055061023572878,0.4192127694963156,0.23400725803899286,0.6754467441289866,0.44400505766632026
10,4,-0.3688895815977938,1.341815067693585,0.679414121978272,0.8721264691730343,1.0601596975176089,-0.3791258157561951,0.7517667161477812,0.0765500131446279,-0.9483111196116834,-1.0514123849298225,-1.426241701389957,0.43249730797326824,1.1108347188798933,1.5512031914181323,-0.5371479446322618,-0.7897309693966045,-0.8967453271226615,1.1493168191877199,0.3147250289403469,-0.338846146994155,0.9755520425987632,0.9260939482131161
11,5,3.5342786350712134,-0.5525773513677927,-0.23427253891385816,-0.2824434886620321,0.8505170084193205,-0.9103893589106196,0.24514145127104017,2.7870574123180467,-0.734242221932354,-0.2208928113965046,-0.3633144676233424,0.68435359062648,-0.9637727069702859,-0.9723244298164044,-0.7789870875283287,0.6184543434707306,0.43507661479507775,-0.9348596168215174,0.8626720705515322,0.42755178394585236,-0.7080365233727044,-1.2486121358177305
12,5,4.3696157723507545,0.08578773881759115,0.1801054740474127,-0.04803977894472843,-0.08971049883323412,-1.459674305592776,0.1779892532864297,4.0519608652656425,0.6195511036551788,0.11987784272089924,1.2356957292247208,0.5279533354576054,-0.6183786058017156,-0.8648143611376613,-0.5632189681832658,-0.21523610327633727,-0.05179717771704841,-0.17808307566149503,0.12041982110670232,-0.35034338221136413,-0.7178726596457928,-0.8157850326270766
13,4,0.6069024725694581,1.1700198141324603,0.577895745382469,-0.8434041015462095,-0.11325609539810154,-0.3157315234308396,0.3896332612734863,0.9800524795357676,-0.09841191114016246,-0.683908779070959,-0.9980805859453042,0.5961082783515136,0.6062004801595794,1.1058747876708612,0.9114418478802976,0.5859128001843326,0.11528771976960794,-0.4631139836967099,0.452063646718598,0.5765393761354858,0.435475285282497,0.26768683217460165
14,5,0.7251802973170037,0.16420073055054724,-0.23270561026126335,-0.21978792787271412,0.4228700033546611,-0.2919452100116486,0.2427027410190479,0.6186514929793117,0.09215411695582391,-0.2643768359015996,-0.5650131630183782,1.4993122446610325,-0.3475582310218138,-0.5590638089173685,-0.7038569126212783,-0.5990426219624224,-0.563560710274135,-0.766801525869898,-0.6977324610011081,0.09709581241596149,-0.5916993777828449,-0.3111077969986062
15,5,3.10552152036136,-0.7058650187916188,-0.8923501537902815,0.5365549902036709,0.6120909793850475,-0.9431475067655021,0.4181794034445495,0.7993519862575397,-0.46167715646144103,-0.455592649608394,-0.4418938264009153,1.0651272034098183,-0.656914311303994,-0.8402537847818387,-0.018047110072111874,-0.24607203900037192,-0.1461613803056236,-1.0185491869305263,-1.219209776530147,0.7134166731910941,-0.459067049305594,-0.3579630818129221
16,4,4.783588158967165,-0.4761090312577779,1.031091953358365,0.8261310806414752,0.017493162717315776,-1.184362547830486,0.6234212352222858,7.123869250995518,-0.8583404322739042,0.29249153573896375,-0.24162577261504417,0.8923949552287362,-0.5401761678012845,-0.6654804004000454,-0.3124469266392068,0.8185508019956502,0.2944435498347625,-0.4919463107944791,1.1063765309090758,-0.007618742793002235,-0.5959673236570144,-0.5804858276434421
17,4,-0.6497994153732147,-0.2175675726341416,-0.6902182522348825,-0.594093875445258,0.4249379921637369,1.1905847970544707,-0.6863871794493548,-0.8269524532465118,-1.526091315061302,-1.675201823983599,-1.5778535189792893,3.3714959753995104,-1.042271366326779,-1.269210032314585,0.8732890406752191,-0.5222347483987078,-0.6710640691132235,-1.0104640794262219,-1.9207503767808174,0.5201940231726409,-0.5126714772076617,-0.6662194445554184
18,5,1.0430519513260328,-1.1226720883440995,-0.42216485739162246,-0.8517487602768234,0.2851892169858846,-0.05961433925610397,-0.3481884407773466,0.6186514929793117,-0.6376516322248001,0.40634171159574584,-0.24489378204714016,-0.08500949316199748,-0.8248904634934134,-0.8922124418407049,-0.1431036741053234,2.7151938471986616,3.5756091546492597,-1.0006554891720556,1.5424286647249632,-0.8012861286509552,-1.1138185239800098,-1.0532825371086287
19,3,1.486593794129329,0.35961801041428976,0.20437478383521798,0.5125272988023828,-0.7755295115044554,-1.1312352577469886,-0.2004117513180341,1.5221539593704512,0.29975202734136247,0.5624387491317304,0.3408946725897917,0.7541625385413278,-0.9317324378451867,-0.6409550885324292,-0.02487381424093107,-0.5032422560265896,-0.219601235451137,0.03264318714595448,-0.8907026823939196,-0.0571288313707832,-0.8737180850815642,-0.7910129841390179
20,4,4.088705938575334,-0.40619234962656586,0.1036232369071204,0.15011399809994286,0.21576246740100374,-0.8964969573042466,-0.06923336371110737,3.3291588921527304,-0.7115485099890139,-0.6269467990016625,-0.5292365312395233,0.8063292713693754,-1.0906609508616036,-1.0622835781060365,-0.3452468135438134,0.33057685780780366,1.1157679271681902,-0.7200248152516102,0.6334119600504943,-0.15614802786524387,-0.8836664163907111,-0.9580206711689848
21,4,1.878389088605574,-0.06051853281005669,-0.6380724308255258,-0.3197978741060161,0.5017120767006553,-0.4879541661155718,-0.23096691181224074,1.3414534660922235,-0.5557666849714711,-1.298992799763424,-0.7177019417333655,1.055311971571279,-0.9480729750989871,-0.9400911358308875,-0.5098250696004613,-0.5717820545127279,0.260510645151176,-0.7602948845154398,-0.7093942387107052,0.03654385602706594,-1.2353897656000437,-0.9864401218115514
22,5,-0.34671248945762895,-0.020709338606952333,0.16794471064428934,-0.7602904128596581,-0.15110029060417896,-0.4115367747052512,0.3473309904671558,-0.6462519599682839,-0.18155556589590408,0.6637752307246413,0.041247737555947905,0.747701511402181,-0.3475582310218138,-0.024714057760986546,-0.8526997119654343,-0.6675879293827722,-0.7038899940951419,0.7078185529908758,-1.8001933634370928,0.8776777713298498,-0.8726981430731745,-1.2487703041647746
23,3,1.094798499653084,-1.9061096133443618,-1.6372721835658335,-0.6981613922681387,1.3451735028738419,0.303827238360157,-1.4156890660098176,-0.6462519599682839,-2.491206865864754,-2.5439913640923435,-1.5669341059411013,2.3235473866959686,-1.6292538788283184,-1.5509031945996394,-0.6900454984597468,0.027965278801759138,-0.9430185120142692,-0.5517393124670587,-2.496306337439438,1.2710847187255565,-1.156580397723081,-1.0402773687343372
24,5,3.5564557272113784,1.213578308100806,-0.11272647836826039,0.1887747284199788,-0.28153276492130774,-1.3167791041295367,0.4452070906060865,2.425656425761591,0.23600895167746805,0.026883309147830624,-0.48367728204772886,0.3347956682709731,0.6139216597684147,0.30383284876212474,0.6450792576698642,0.0891068615838263,0.4303744131772547,-0.5387263410364009,-0.5685308534645006,0.6744389471334558,0.11896164533150558,-0.46912567046469145
25,5,4.613563785892568,-0.3436456240180891,-0.21464791455493348,-0.31879089934604365,0.7700740533693431,-1.0330060345207037,0.3923314962781578,2.425656425761591,-1.005567149473036,-1.4061320914271818,-1.4107585786036496,0.42561005930967216,0.11950879214932117,0.5004228376581777,-1.131869132411488,-0.1353256842574532,-0.12663827526894528,-0.11736942763331153,0.1378983594034194,0.418188537794456,-0.646035550644993,-0.11359582223763123
26,4,-0.48716740634533945,-0.3591333846449488,-0.06280577492988737,-0.502196966521999,-1.2269241290227273,0.32761829481293164,-1.656486700747687,0.0765500131446279,0.8999794980521272,0.07661091060530961,1.250681897421316,1.5180718368280322,-1.248330347137574,-1.3328283757070523,-1.8258558983210682,-0.348136901654288,-0.8050800806389792,-0.2583489245447988,-1.6076599229701571,-0.6153637383182554,-0.499292361690297,-0.8024307252293723
27,4,0.43687809949486117,0.29503282163413375,-0.2124855078465858,1.2893378222888658,-0.23660901015208774,-0.37301403492580193,0.4128103956538555,-0.10415048013360004,-0.1233684934485437,-0.003108249850672718,-0.46801685646739205,0.4528122762267732,0.503170989754182,-0.19830125187471886,0.8378927869589555,0.1637107677743061,1.447042649635306,-0.4524393877668038,-0.17994067294818925,0.03503707732140072,-0.1697864618751481,-1.035927961529486
28,4,2.1740836504744383,0.921407544986805,0.5001147448939636,0.7314308208768734,0.0729346514787737,-0.6983385723632507,0.6281505197882091,2.064255439205135,-0.021601567255964616,-0.2689424441268289,-0.41718827522132834,0.06513624041564482,0.3070569404496995,0.20815933041157855,0.34264863139169327,-0.5497738623382803,-0.05849892665403514,-0.2984573117233308,1.3092979554767201,-0.0588567273834023,-0.22644788423745954,-0.3559843567222365
29,5,-0.5463063187191123,-1.2374690507908281,-1.2413934170266223,-1.1063927355346843,1.4652452046448623,0.6292338369497561,-0.8866572711874403,-0.8269524532465118,-1.7556732914338655,-1.828094291034317,-1.8710124577762948,1.7604279527750093,-0.9480729750989871,-0.9723244298164044,-1.329591446287688,0.3922716767644331,0.989427000522969,0.4113072047117182,-0.2528349327648282,-1.1646985971400405,-0.9699826909584798,-0.5707623433451434
