,coref_local,coref_global,n_constituents,n_noun_phrases,n_verb_phrases,n_sub_clauses,n_prep_phrases,mean_np_length,mean_vp_length
139,0.7272727272727273,0.7272727272727273,193.0,74.0,88.0,13.0,18.0,3.2432432432432434,8.125
140,0.0,0.03296703296703297,107.0,59.0,30.0,6.0,12.0,2.593220338983051,6.833333333333333
141,0.21052631578947367,0.22631578947368422,166.0,72.0,63.0,10.0,21.0,3.0833333333333335,8.428571428571429
142,0.3888888888888889,0.3684210526315789,196.0,91.0,61.0,23.0,21.0,4.043956043956044,6.901639344262295
143,0.3076923076923077,0.34472934472934474,170.0,79.0,65.0,12.0,14.0,2.430379746835443,6.4
144,0.8181818181818182,0.7272727272727273,164.0,80.0,54.0,8.0,22.0,2.025,7.87037037037037
145,0.2222222222222222,0.25396825396825395,169.0,80.0,58.0,9.0,22.0,2.425,5.603448275862069
146,0.625,0.6470588235294118,209.0,90.0,74.0,17.0,28.0,2.033333333333333,6.04054054054054
147,0.6111111111111112,0.5029239766081871,166.0,71.0,71.0,10.0,14.0,2.056338028169014,6.126760563380282
148,0.35294117647058826,0.1437908496732026,159.0,78.0,53.0,4.0,24.0,2.7948717948717947,4.622641509433962
149,0.65,0.47619047619047616,146.0,66.0,50.0,7.0,23.0,2.121212121212121,4.92
150,0.16666666666666666,0.13333333333333333,127.0,60.0,52.0,3.0,12.0,2.1166666666666667,5.384615384615385
151,0.34782608695652173,0.22826086956521738,156.0,73.0,57.0,15.0,11.0,2.2465753424657535,5.315789473684211
152,0.4666666666666667,0.35833333333333334,174.0,76.0,63.0,9.0,26.0,2.5789473684210527,6.698412698412699
153,0.07692307692307693,0.07977207977207977,114.0,53.0,46.0,8.0,7.0,1.6603773584905661,7.304347826086956
154,0.5454545454545454,0.4150197628458498,158.0,62.0,69.0,13.0,14.0,1.7741935483870968,6.188405797101449
155,0.10714285714285714,0.1354679802955665,144.0,61.0,61.0,9.0,13.0,2.0163934426229506,5.19672131147541
156,0.17647058823529413,0.19607843137254902,166.0,70.0,68.0,14.0,14.0,2.2714285714285714,6.029411764705882
157,0.18181818181818182,0.16996047430830039,132.0,56.0,53.0,10.0,13.0,2.4642857142857144,5.981132075471698
158,0.13333333333333333,0.1,87.0,45.0,22.0,5.0,15.0,2.7555555555555555,7.2272727272727275
159,0.36666666666666664,0.2731182795698925,177.0,76.0,70.0,11.0,20.0,1.5921052631578947,5.571428571428571
160,0.2857142857142857,0.29310344827586204,148.0,67.0,63.0,8.0,10.0,2.044776119402985,4.73015873015873
161,0.5,0.33088235294117646,151.0,70.0,54.0,11.0,16.0,2.7714285714285714,7.574074074074074
162,0.2727272727272727,0.1541501976284585,140.0,51.0,66.0,9.0,14.0,1.7254901960784315,6.818181818181818
163,0.30434782608695654,0.21014492753623187,160.0,69.0,57.0,11.0,23.0,2.2028985507246377,6.982456140350878
164,0.4166666666666667,0.24358974358974358,180.0,80.0,67.0,14.0,19.0,3.35,8.313432835820896
165,0.21739130434782608,0.2391304347826087,164.0,70.0,63.0,14.0,17.0,2.4285714285714284,6.333333333333333
166,0.09523809523809523,0.16017316017316016,146.0,71.0,49.0,3.0,23.0,2.295774647887324,6.959183673469388
167,0.21052631578947367,0.2,167.0,96.0,37.0,13.0,21.0,4.885416666666667,11.297297297297296
168,0.2903225806451613,0.13911290322580644,155.0,73.0,55.0,7.0,20.0,2.315068493150685,4.636363636363637
169,0.2608695652173913,0.17028985507246377,162.0,77.0,47.0,9.0,29.0,3.064935064935065,7.9361702127659575
170,0.2,0.1619047619047619,136.0,71.0,42.0,8.0,15.0,2.887323943661972,7.333333333333333
171,0.41379310344827586,0.3218390804597701,161.0,71.0,64.0,10.0,16.0,1.8028169014084507,5.671875
172,0.7647058823529411,0.738562091503268,155.0,79.0,48.0,4.0,24.0,2.6202531645569622,5.895833333333333
173,0.45454545454545453,0.18181818181818182,27.0,18.0,4.0,0.0,5.0,4.277777777777778,6.0
174,0.6,0.6416666666666667,175.0,83.0,65.0,7.0,20.0,2.1325301204819276,6.4
175,0.20689655172413793,0.18850574712643678,136.0,66.0,48.0,7.0,15.0,2.5606060606060606,7.25
176,0.14285714285714285,0.22943722943722944,133.0,68.0,44.0,6.0,15.0,2.6470588235294117,5.2727272727272725
177,0.3684210526315789,0.2,155.0,79.0,52.0,12.0,12.0,2.518987341772152,6.5576923076923075
178,0.35714285714285715,0.44761904761904764,143.0,63.0,52.0,6.0,22.0,1.7936507936507937,7.8076923076923075
179,0.3,0.2904761904761905,173.0,91.0,48.0,9.0,25.0,3.4945054945054945,6.145833333333333
180,0.35714285714285715,0.3904761904761905,174.0,93.0,56.0,11.0,14.0,3.139784946236559,7.285714285714286
181,0.6756756756756757,0.2631578947368421,175.0,77.0,81.0,8.0,9.0,1.6363636363636365,3.8641975308641974
182,0.45,0.45714285714285713,152.0,71.0,55.0,5.0,21.0,1.7887323943661972,6.490909090909091
183,0.7083333333333334,0.5966666666666667,167.0,69.0,76.0,10.0,12.0,1.710144927536232,5.434210526315789
184,0.21212121212121213,0.1836007130124777,142.0,69.0,53.0,6.0,14.0,2.8550724637681157,6.018867924528302
185,0.15384615384615385,0.12087912087912088,73.0,44.0,16.0,2.0,11.0,4.113636363636363,5.3125
186,0.2727272727272727,0.11462450592885376,140.0,65.0,46.0,9.0,20.0,2.6307692307692307,6.434782608695652
187,0.36363636363636365,0.33201581027667987,150.0,71.0,60.0,6.0,13.0,1.971830985915493,5.6
188,0.12,0.09846153846153846,111.0,47.0,46.0,6.0,12.0,2.148936170212766,4.434782608695652
189,0.3157894736842105,0.2,175.0,71.0,74.0,11.0,19.0,2.211267605633803,6.608108108108108
190,0.375,0.3333333333333333,192.0,92.0,62.0,16.0,22.0,5.413043478260869,12.370967741935484
191,0.21739130434782608,0.21739130434782608,132.0,72.0,40.0,0.0,20.0,2.7222222222222223,5.525
192,0.375,0.2647058823529412,119.0,61.0,33.0,6.0,19.0,3.9508196721311477,11.606060606060606
193,0.14285714285714285,0.08897959183673469,179.0,86.0,58.0,11.0,24.0,2.058139534883721,4.931034482758621
194,0.4375,0.42045454545454547,272.0,124.0,90.0,16.0,42.0,2.129032258064516,7.677777777777778
195,0.48,0.38769230769230767,187.0,97.0,53.0,12.0,25.0,2.731958762886598,5.981132075471698
196,0.47368421052631576,0.3,79.0,29.0,44.0,1.0,5.0,1.7241379310344827,4.545454545454546
197,0.2727272727272727,0.2924901185770751,81.0,41.0,35.0,3.0,2.0,2.292682926829268,3.4285714285714284
198,0.6666666666666666,0.5555555555555556,162.0,75.0,55.0,10.0,22.0,3.64,9.054545454545455
199,0.6,0.42857142857142855,297.0,153.0,90.0,9.0,45.0,3.542483660130719,8.011111111111111
200,0.4482758620689655,0.3793103448275862,199.0,86.0,78.0,11.0,24.0,2.2906976744186047,6.217948717948718
201,0.34375,0.23484848484848486,220.0,98.0,87.0,13.0,22.0,2.2857142857142856,6.35632183908046
202,0.46153846153846156,0.3516483516483517,182.0,99.0,50.0,8.0,25.0,2.2525252525252526,5.34
203,0.631578947368421,0.6526315789473685,217.0,89.0,84.0,23.0,21.0,2.2247191011235956,10.05952380952381
204,0.4375,0.3161764705882353,147.0,73.0,46.0,7.0,21.0,2.958904109589041,7.434782608695652
205,0.1875,0.13435374149659865,182.0,83.0,75.0,12.0,12.0,1.819277108433735,6.1866666666666665
206,0.2692307692307692,0.15384615384615385,105.0,51.0,40.0,4.0,10.0,2.019607843137255,5.2
207,0.041666666666666664,0.10666666666666667,135.0,66.0,46.0,8.0,15.0,2.484848484848485,6.391304347826087
208,0.3888888888888889,0.2631578947368421,144.0,70.0,52.0,7.0,15.0,2.4714285714285715,6.3076923076923075
209,0.07142857142857142,0.24761904761904763,146.0,76.0,51.0,5.0,14.0,2.6578947368421053,6.666666666666667
210,0.5238095238095238,0.329004329004329,215.0,103.0,77.0,10.0,25.0,2.116504854368932,6.298701298701299
211,0.25,0.17142857142857143,139.0,66.0,48.0,7.0,18.0,2.5,6.770833333333333
212,0.875,0.7777777777777778,164.0,87.0,42.0,12.0,23.0,5.206896551724138,10.428571428571429
213,0.14,0.09333333333333334,209.0,96.0,81.0,12.0,20.0,2.3541666666666665,7.246913580246914
214,0.4166666666666667,0.16666666666666666,49.0,30.0,10.0,2.0,7.0,2.2333333333333334,4.3
215,0.25,0.3333333333333333,96.0,45.0,32.0,6.0,13.0,3.111111111111111,11.375
216,0.15151515151515152,0.11229946524064172,164.0,64.0,77.0,13.0,10.0,2.3125,6.4935064935064934
217,0.5555555555555556,0.4444444444444444,138.0,67.0,46.0,3.0,22.0,2.5970149253731343,6.021739130434782
218,0.2,0.12727272727272726,74.0,38.0,25.0,5.0,6.0,2.5526315789473686,6.6
219,0.125,0.08666666666666667,129.0,58.0,53.0,7.0,11.0,2.7413793103448274,8.09433962264151
220,0.95,0.9380952380952381,227.0,112.0,68.0,13.0,34.0,2.4910714285714284,6.132352941176471
221,0.6923076923076923,0.6593406593406593,165.0,80.0,47.0,10.0,28.0,3.25,8.53191489361702
222,0.7058823529411765,0.7124183006535948,160.0,71.0,74.0,7.0,8.0,1.8028169014084507,5.702702702702703
223,0.6666666666666666,0.5641025641025641,179.0,74.0,67.0,14.0,24.0,2.5945945945945947,6.7611940298507465
224,0.29411764705882354,0.22875816993464052,137.0,63.0,48.0,7.0,19.0,2.4285714285714284,7.354166666666667
225,0.5294117647058824,0.32679738562091504,103.0,54.0,31.0,6.0,12.0,2.7962962962962963,7.225806451612903
226,0.4444444444444444,0.5333333333333333,72.0,36.0,22.0,5.0,9.0,1.9444444444444444,5.2272727272727275
227,0.5263157894736842,0.5105263157894737,139.0,54.0,65.0,13.0,7.0,1.5185185185185186,6.123076923076923
228,0.11538461538461539,0.08547008547008547,120.0,56.0,48.0,9.0,7.0,2.375,4.708333333333333
229,0.25,0.3076923076923077,111.0,55.0,35.0,7.0,14.0,3.090909090909091,8.571428571428571
230,0.0,0.06666666666666667,134.0,61.0,52.0,12.0,9.0,1.9672131147540983,11.115384615384615
231,0.6363636363636364,0.391304347826087,173.0,77.0,68.0,14.0,14.0,1.922077922077922,5.985294117647059
232,0.5384615384615384,0.3076923076923077,148.0,79.0,46.0,8.0,15.0,3.088607594936709,6.8478260869565215
233,0.16666666666666666,0.2857142857142857,95.0,44.0,33.0,7.0,11.0,2.2954545454545454,8.0
234,0.6,0.4666666666666667,57.0,27.0,19.0,4.0,7.0,3.1481481481481484,8.631578947368421
235,0.95,0.9904761904761905,76.0,53.0,23.0,0.0,0.0,2.490566037735849,2.782608695652174
236,0.391304347826087,0.2246376811594203,121.0,57.0,38.0,10.0,16.0,1.8421052631578947,4.947368421052632
237,0.36,0.08615384615384615,153.0,81.0,41.0,6.0,25.0,3.3333333333333335,11.24390243902439
238,0.3684210526315789,0.24210526315789474,101.0,45.0,42.0,6.0,8.0,1.7555555555555555,5.809523809523809
239,0.14814814814814814,0.1746031746031746,126.0,62.0,47.0,9.0,8.0,2.096774193548387,4.702127659574468
240,0.16666666666666666,0.09,94.0,42.0,36.0,7.0,9.0,1.5952380952380953,4.138888888888889
241,0.625,0.5294117647058824,171.0,83.0,58.0,13.0,17.0,2.397590361445783,6.810344827586207
242,0.16326530612244897,0.07265306122448979,207.0,106.0,67.0,8.0,26.0,3.0377358490566038,6.567164179104478
243,0.4074074074074074,0.3783068783068783,181.0,93.0,53.0,9.0,26.0,2.204301075268817,6.69811320754717
244,0.0,0.0625,121.0,54.0,46.0,12.0,9.0,2.3703703703703702,7.826086956521739
245,0.14705882352941177,0.06890756302521009,95.0,55.0,24.0,5.0,11.0,3.2545454545454544,6.416666666666667
246,0.42857142857142855,0.26354679802955666,261.0,134.0,71.0,19.0,37.0,3.0522388059701493,8.338028169014084
247,0.5,0.2766798418972332,206.0,95.0,79.0,7.0,25.0,2.705263157894737,5.253164556962025
248,0.2564102564102564,0.18461538461538463,162.0,80.0,61.0,8.0,13.0,2.2875,6.147540983606557
249,0.5625,0.4147727272727273,182.0,86.0,67.0,14.0,15.0,1.8953488372093024,6.3283582089552235
250,0.20833333333333334,0.19,140.0,64.0,59.0,9.0,8.0,2.09375,4.966101694915254
251,0.21428571428571427,0.26666666666666666,112.0,48.0,45.0,10.0,9.0,2.0,4.911111111111111
252,0.0625,0.04924242424242424,83.0,37.0,32.0,6.0,8.0,2.3513513513513513,6.4375
253,0.2727272727272727,0.30303030303030304,97.0,53.0,25.0,3.0,16.0,2.981132075471698,6.76
254,0.3333333333333333,0.30409356725146197,135.0,73.0,44.0,7.0,11.0,2.26027397260274,4.590909090909091
255,0.3333333333333333,0.23076923076923078,67.0,30.0,27.0,6.0,4.0,1.4,4.925925925925926
256,0.42105263157894735,0.32105263157894737,207.0,95.0,67.0,15.0,30.0,2.642105263157895,15.373134328358208
257,0.14285714285714285,0.25,76.0,39.0,22.0,2.0,13.0,3.8461538461538463,7.318181818181818
